769,"decr REM sleep","REM sleep"
770,"decr serum Mg","serum Mg"
771,"decr serum Na","serum Na"
772,"decr serum protein","serum protein"
773,"decr serum vit D","serum vit D"
774,"decr sperm concentration","sperm concentration"
775,"decr sperm count","sperm count"
776,"decr spermatogenesis","spermatogenesis"
777,"decr systemic hypersensitivity","systemic hypersensitivity"
778,"decr testosterone","testosterone"
779,"decr thyroid hormone","thyroid hormone"
780,"decr ubiquinone","ubiquinone"
781,"decr urea","urea"
782,"decr urine flow","urine flow"
783,"decr vision","vision"
784,"decr visual acuity","visual acuity"
785,"decr vit B 12 ","vit B 12"
786,"decr vitamin D,E. K, folic acid","vitamin D,E. K, folic acid"
787,"decr WBC","WBC"
788,"decr WBCs","WBCs"
789,"decr weight","weight"
790,"decreased acuity","decreased acuity"
791,"decreased BMD","decreased BMD"
792,"decreased cardiac output","decreased cardiac output"
793,"decreased consciousness","decreased consciousness"
794,"decreased IOP","decreased IOP"
795,"decreased muscle mass","decreased muscle mass"
796,"Deep Vein Thombosis","Deep Vein Thombosis"
797,"defective sweating","defective sweating"
798,"dehydration","dehydration"
799,"dehydration renal impairment/ failure","dehydration renal impairment/"
800,"delayed adverse reactions ","delayed adverse"
801,"delayed corneal wound healing","delayed corneal wound healing"
802,"delayed gastric emptying","delayed gastric emptying"
803,"Delayed haematological toxicity","Delayed haematological toxicity"
804,"delayed haemolytic anaemia","delayed haemolytic anaemia"
805,"delayed hypersensitivity","delayed hypersensitivity"
806,"delayed multi-organ disorder","delayed multi-organ"
807,"Delayed myelosuppression ","Delayed myelosuppression "
808,"delayed onset )","delayed onset )"
809,"delayed recovery from anaesthesia","delayed recovery from anaesthesia"
810,"delayed serum sickness","delayed serum sickness"
811,"delayed wound healing","delayed wound healing"
812,"delirium","delirium"
813,"delusion","delusion"
814,"dementia","dementia"
815,"dementia aggravation","dementia aggravation"
816,"demyelinating disorder","demyelinating"
817,"demyelinating polyneuropathy","demyelinating polyneuropathy"
818,"demyelination","demyelination"
819,"dental caries","dental caries"
820,"dental cavity","dental cavity"
821,"dental disorder","dental"
822,"dental pain","dental pain"
823,"dependence","dependence"
824,"dependency","dependency"
825,"depersonalisation","depersonalisation"
826,"deposition in stomach wall","deposition stomach wall"
827,"depressed level of consciousness","depressed consciousness"
828,"depressed mood","depressed mood"
829,"depression","depression"
830,"depression suicidal tendency","depression suicidal tendency"
831,"depression tics","depression tics"
832,"dermal necrosis","dermal necrosis"
833,"dermatitis","dermatitis"
834,"dermatological disturbance","dermatological"
835,"dermatological effects","dermatological"
836,"dermatological reaction","dermatological"
837,"dermatomyositis","dermatomyositis"
838,"dermatomyositis-like skin changes","dermatomyositis-like skin"
839,"desquamation","desquamation"
840,"detached retina","detached retina"
841,"deteriorating liver function","deteriorating liver function"
842,"diabetes","diabetes"
843,"diabetes exacerbation","diabetes"
844,"diabetes insipidus","diabetes insipidus"
845,"diabetic ketoacidosis","diabetic ketoacidosis"
846,"diabetic retinopathy","diabetic retinopathy"
847,"diaphoresis","diaphoresis"
848,"diaphyseal femoral atypical  fracture","diaphyseal femoral fracture"
849,"diaphyseal femoral fracture","diaphyseal femoral fracture"
850,"diarrhoea","diarrhoea"
851,"diarrhoea due to Cl. difficile","diarrhoea due to Cl. difficile"
852,"DIC","DIC"
853,"dietary fat absorption changes","dietary fat absorption"
854,"difficult micturition","difficult micturition"
855,"difficulty in dark adaptation","difficulty dark adaptation"
856,"diffuse infiltrative pulmonary disease","diffuse infiltrative pulmonary"
857,"diffuse rash","diffuse rash"
858,"digital vasospasm","digital vasospasm"
859,"dilated pupils","dilated pupils"
860,"diplopia","diplopia"
861,"discharge","discharge"
862,"discolouration","discolouration"
863,"discolouration of soft contact lenses","discolouration soft contact lenses"
864,"discoloured body fluids","discoloured body fluids"
865,"discoloured faeces","discoloured faeces"
866,"discoloured nails","discoloured nails"
867,"discoloured skin","discoloured skin"
868,"discoloured tissues","discoloured tissues"
869,"discomfort on exertion","discomfort on exertion"
870,"discontinuation assoc relapse","discontinuation relapse"
871,"discontinuation effects","discontinuation"
872,"discontinuation symptoms","discontinuation"
873,"disorientation","disorientation"
875,"displacement","displacement"
876,"disproportionate weight incr","disproportionate weight"
877,"disseminated allergic dermatitis","disseminated allergic dermatitis"
878,"disseminated intravascular coagulation","disseminated intravascular coagulation"
879,"disturbance","disturbance"
880,"disturbance in consciousness","consciousness"
881,"disturbed coordination","disturbed coordination"
882,"disturbed gait","disturbed gait"
883,"disturbed sleep","disturbed sleep"
884,"disturbed vision","disturbed vision"
885,"disulfiram-ethanol reaction","disulfiram-ethanol"
886,"disulfiram-like reaction","disulfiram-like"
887,"diuresis","diuresis"
888,"diurnal excitation","diurnal excitation"
889,"diverticulitis","diverticulitis"
890,"dizziness","dizziness"
892,"dopamine dysregulation syndrome","dopamine dysregulation"
893,"Dopaminergic symptoms","Dopaminergic"
894,"dose dependent QT prolongation","dose dependent QT prolongation"
895,"dose dependent respiratory depression","dose dependent respiratory depression"
896,"dream abnormality","dream"
897,"dreams","dreams"
898,"DRESS","DRESS"
899,"drowsiness","drowsiness"
900,"drug abuse","drug abuse"
901,"drug dependence","drug dependence"
902,"drug fever","drug fever"
903,"drug induced hepatitis","drug induced hepatitis"
904,"drugged feeling","drugged feeling"
905,"dry eye","dry eye"
906,"dry eyes","dry eyes"
907,"dry lips","dry lips"
908,"dry mouth","dry mouth"
909,"dry mucous membranes","dry mucous membranes"
910,"dry nose","dry nose"
911,"dry skin","dry skin"
912,"dry socket","dry socket"
913,"dryness","dryness"
914,"duodenal ulcer","duodenal ulcer"
915,"duodenum perforation","duodenum perforation"
916,"Dupuytren's contracture","Dupuytren's contracture"
917,"dys/ amenorrhoea","dys/ amenorrhoea"
918,"dys/ paraesthesia","dys/ paraesthesia"
919,"dysaesthesia","dysaesthesia"
920,"dysarthria","dysarthria"
921,"dysathria","dysathria"
922,"dysautonomia","dysautonomia"
923,"dyschromatopsia","dyschromatopsia"
924,"dysgeusia","dysgeusia"
925,"dysglycaemia","dysglycaemia"
926,"dysguesia","dysguesia"
927,"dyshidrosis","dyshidrosis"
928,"dyskinaesia and hypertonia","dyskinaesia hypertonia"
929,"dyskinesia","dyskinesia"
930,"dyslipidaemia","dyslipidaemia"
931,"dysmenorrhoea","dysmenorrhoea"
932,"dyspepsia","dyspepsia"
933,"dysphagia","dysphagia"
934,"dysphasia","dysphasia"
935,"dysphonia","dysphonia"
936,"dysphoria","dysphoria"
937,"dyspnoea","dyspnoea"
938,"dyspnoea exacerbation","dyspnoea"
939,"dyspraxia","dyspraxia"
940,"dystonia","dystonia"
941,"dysuria","dysuria"
942,"ear ache","ear ache"
943,"ear discomfort","ear discomfort"
944,"ear disorder","ear"
945,"ear infection","ear"
946,"early morning rebound","early morning rebound"
947,"eating disorder","eating"
948,"EBV","EBV"
949,"EBV assoc lymphoproliferative disorder","EBV lymphoproliferative"
950,"ecchymosis","ecchymosis"
951,"ECG abnormality","ECG"
952,"ectopic calcification","ectopic calcification"
953,"ectopic pregnancy","ectopic pregnancy"
954,"eczema","eczema"
955,"eczematoid dermatitis","eczematoid dermatitis"
956,"EEG changes","EEG"
957,"effects on vit D metabolism","on vit D metabolism"
958,"ejaculation disorder ","ejaculation"
959,"ejaculation disorder esp retrograde","ejaculation retrograde"
960,"ejaculation failure","ejaculation"
961,"ejaculation inhibition","ejaculation inhibition"
962,"elation","elation"
963,"Electrolyte abnormality","Electrolyte"
964,"electrolyte acid/ base imbalance","electrolyte acid/ base imbalance"
965,"electrolyte disturbance","electrolyte"
966,"electrolyte disturbances","electrolyte disturbances"
967,"electrolyte imbalance","electrolyte imbalance"
968,"Electrolyte loss","Electrolyte"
969,"electrolyte retention","electrolyte retention"
970,"elevated BP","BP"
971,"elevated CK","CK"
972,"elevated creatinine","creatinine"
973,"elevated CRP","CRP"
974,"elevated ICP","ICP"
975,"elevated LFTs","LFTs"
976,"elevated lipase","lipase"
977,"elevated lipids","lipids"
978,"elevated prolactin","prolactin"
979,"elevated serum Fe","serum Fe"
980,"elevated TGs","TGs"
981,"elevated transaminases","transaminases"
982,"elevated tyrosine","tyrosine"
983,"emergence reaction","emergence"
984,"emotional disorder","emotional"
985,"emotional lability","emotional lability"
986,"emotional poverty","emotional poverty"
987,"enamel hypoplasia","enamel hypoplasia"
988,"encephalitis","encephalitis"
989,"encephalomyelitis","encephalomyelitis"
990,"encephalopathy","encephalopathy"
991,"endocrine disorder","endocrine"
992,"endocrine disturbance","endocrine"
993,"endometrial","endometrial"
994,"endometrial cancer","endometrial cancer"
995,"endometrial hyperplasia","endometrial hyperplasia"
996,"endometrial hypertrophy","endometrial hypertrophy"
997,"endometrial thickening","endometrial thickening"
998,"endometriosis","endometriosis"
999,"endophthalmitis","endophthalmitis"
1000,"endotrachael tube reflux","endotrachael tube reflux"
1001,"endotracheal tube blockage","endotracheal tube blockage"
1002,"endotracheal tube occlusion","endotracheal tube occlusion"
1003,"enhanced metabolism of endogenous substrates eg adrenal","enhanced metabolism endogenous substrates eg adrenal"
1004,"enlarged ovarian follicles","enlarged ovarian follicles"
1005,"enterocolitis","enterocolitis"
1006,"enuresis","enuresis"
1007,"eosinophilia","eosinophilia"
1008,"eosinophilic pneumonia","eosinophilic pneumonia"
1009,"epididmytis","epididmytis"
1010,"epididymitis","epididymitis"
1011,"epididymo-orchitis","epididymo-orchitis"
1012,"epidural lipomatosis","epidural lipomatosis"
1013,"epigastralgia","epigastralgia"
1014,"epigastric pain","epigastric pain"
1015,"epilepsy","epilepsy"
1016,"Epilepsy aggravation","Epilepsy aggravation"
1017,"epilepsy type seizure","epilepsy type seizure"
1018,"epileptogenic foci activation","epileptogenic foci activation"
1019,"epiphyses premature fusion","epiphyses premature fusion"
1020,"episcleritis","episcleritis"
1021,"epistaxis","epistaxis"
1022,"epithelial defect","epithelial defect"
1023,"epithelial ulceration","epithelial ulceration"
1024,"erectile dysfunction","erectile"
1025,"erectile frequency","erectile frequency"
1026,"erection pain","erection pain"
1027,"erosion","erosion"
1028,"erosion of corneal epithelium","erosion corneal epithelium"
1029,"erosion/ ulceration","erosion/ ulceration"
1030,"eructation","eructation"
1031,"erythema","erythema"
1032,"erythema multiforme","erythema multiforme"
1033,"erythema nodosum","erythema nodosum"
1034,"erythematous rash","erythematous rash"
1035,"erythromelalgia","erythromelalgia"
1036,"esp reversible thrombocythaemia","reversible thrombocythaemia"
1037,"euphoria","euphoria"
1038,"Evan's syndrome","Evan's"
1039,"exacerbated insomnia","exacerbated insomnia"
1040,"exacerbation of endometriosis","endometriosis"
1041,"exacerbation of existing allergic condition","existing allergic condition"
1042,"exacerbation of myasthenia gravis","myasthenia gravis"
1043,"exaggerated allergic manifestation","exaggerated allergic manifestation"
1044,"exanthema","exanthema"
1045,"excessive hypotension","excessive hypotension"
1046,"excessive salivation","excessive salivation"
1047,"excitability","excitability"
1048,"excitatory reactions","excitatory"
1049,"exertional dyspnoea","exertional dyspnoea"
1050,"exfoliative cutaneous reaction","exfoliative cutaneous"
1051,"exhaustion","exhaustion"
1052,"exophthalmos","exophthalmos"
1053,"external auditory canal","external auditory canal"
1054,"extraocular muscle palsy","extraocular muscle palsy"
1055,"extrapyramidal disorder","extrapyramidal"
1056,"extrapyramidal esp dystonic reactions","extrapyramidal dystonic"
1057,"extrapyramidal extrapyramidal disorder","extrapyramidal extrapyramidal"
1058,"extrapyramidal reaction","extrapyramidal"
1059,"extrapyramidal symptoms","extrapyramidal"
1060,"extraskeletal calcification","extraskeletal calcification"
1061,"extrasystole","extrasystole"
1062,"extravasation","extravasation"
1063,"extravasation complication","extravasation complication"
1065,"extremity pain","extremity pain"
1066,"eye complaints","eye complaints"
1067,"eye discharge","eye discharge"
1068,"eye disorder","eye"
1069,"eye haemorrhage","eye haemorrhage"
1070,"eye irritation","eye irritation"
1071,"eye oedema","eye oedema"
1072,"eye pain","eye pain"
1073,"eye reaction","eye"
1074,"eye stinging","eye stinging"
1075,"eyebrow ptosis","eyebrow ptosis"
1076,"eyelash discolouration","eyelash discolouration"
1077,"eyelash growth","eyelash growth"
1078,"eyelash hyperpigmentation","eyelash hyperpigmentation"
1079,"eyelashchange","eyelashchange"
1080,"eyelid crusting","eyelid crusting"
1081,"eyelid disorder","eyelid"
1082,"eyelid erythema","eyelid erythema"
1083,"eyelid oedema","eyelid oedema"
1084,"eyelid pruritus","eyelid pruritus"
1085,"eyelid ptosis","eyelid ptosis"
1086,"eyelid skin darkening","eyelid skin darkening"
1087,"eyelid sulcus deepening","eyelid sulcus deepening"
1088,"eyelid swelling","eyelid swelling"
1089,"facial droop","facial droop"
1090,"facial flushing","facial flushing"
1091,"facial oedema","facial oedema"
1092,"facial pain over maxillae","facial pain over maxillae"
1093,"facial pallor","facial pallor"
1094,"facial palsy","facial palsy"
1095,"facial paralysis","facial paralysis"
1096,"facial swelling","facial swelling"
1097,"factor VIII inhibition","factor VIII inhibition"
1098,"faecal impaction","faecal impaction"
1099,"faeces discolouration","faeces discolouration"
1100,"fainting","fainting"
1101,"faintness","faintness"
1102,"fall related injuries","fall injuries"
1103,"falls","falls"
1104,"false ST-T changes during exercise testing","false ST-T during exercise testing"
1105,"Fanconi syndrome","Fanconi"
1106,"Fanconi-like syndrome","Fanconi-like"
1107,"fasting plasma glucose","fasting plasma glucose"
1108,"fasting serum glucose","fasting serum glucose"
1109,"fat embolism","fat embolism"
1110,"fat necrosis","fat necrosis"
1111,"fat redistribution","fat redistribution"
1112,"fatal bleed","fatal bleed"
1113,"fatal fulminant hepatitis","fatal fulminant hepatitis"
1114,"fatal hyperthermia","fatal hyperthermia"
1115,"fatalities","fatalities"
1116,"fatigue","fatigue"
1117,"fatigue/ asthenia","fatigue/ asthenia"
1118,"fatty liver ","fatty liver "
1119,"Fe overload","Fe overload"
1120,"fear","fear"
1121,"fearfulness","fearfulness"
1122,"febrile","febrile"
1123,"febrile convulsion","febrile convulsion"
1124,"febrile disorder","febrile"
1125,"febrile neutropenia","febrile neutropenia"
1126,"feeling drunk","feeling drunk"
1127,"feeling hot","feeling hot"
1128,"feeling of thoracic constriction/ oppression","feeling thoracic constriction/ oppression"
1129,"feeling of warmth","feeling warmth"
1130,"feeling unwell","feeling unwell"
1131,"female infertility","female infertility"
1132,"female sexual dysfunction","female sexual"
1133,"fertility impairment","fertility impairment"
1134,"fetal acidosis","fetal acidosis"
1135,"fetal distress","fetal distress"
1136,"fetal HR disorder","fetal HR"
1137,"fever","fever"
1139,"fever/ chills","fever/ chills"
1140,"fibrillation","fibrillation"
1141,"fibrinous iritis","fibrinous iritis"
1142,"fibroid","fibroid"
1143,"fibrosis","fibrosis"
1144,"fibrotic complication","fibrotic complication"
1145,"fibrotic lung reaction","fibrotic lung"
1146,"fistula","fistula"
1147,"fixed drug eruption","fixed drug eruption"
1148,"flaccid paralysis","flaccid paralysis"
1149,"flaking","flaking"
1150,"flaking/ scaling","flaking/ scaling"
1151,"flank pain","flank pain"
1152,"Flare phenomenon","Flare phenomenon"
1153,"flare reactions","flare"
1154,"flareof tumour pain","flareof tumour pain"
1155,"Flatulence","Flatulence"
1156,"fleeting dizziness","fleeting dizziness"
1157,"floaters","floaters"
1158,"fluid imbalance","fluid imbalance"
1159,"fluid overload","fluid overload"
1160,"fluid overload with pulmonary oedema","fluid overload pulmonary oedema"
1161,"fluid retention","fluid retention"
1162,"fluid retention assoc weight gain","fluid retention weight gain"
1163,"flu-like illness","flu-like illness"
1164,"flushing","flushing"
1165,"flutter","flutter"
1166,"folate deficiency","folate deficiency"
1167,"folic acid","folic acid"
1168,"follicular conjunctivitis","follicular conjunctivitis"
1169,"folliculitis","folliculitis"
1170,"foreign body sensation","foreign body sensation"
1171,"foreign body sensation in eye","foreign body sensation eye"
1172,"formication","formication"
1173,"foul taste in mouth","foul taste mouth"
1174,"fracture risk","fracture"
1175,"fractures","fractures"
1176,"frequency","frequency"
1177,"frigidity","frigidity"
1178,"fulminant","fulminant"
1179,"fulminant haemolysis","fulminant haemolysis"
1180,"fulminant hepatitis","fulminant hepatitis"
1181,"fungal infection","fungal"
1182,"furunculosis","furunculosis"
1183,"FVIII inhibitor development","FVIII inhibitor development"
1184,"gait abnormality","gait"
1185,"galactorrhea","galactorrhea"
1186,"galactorrhoea","galactorrhoea"
1187,"gall bladder disorder","gall bladder"
1188,"gallstone calcification","gallstone calcification"
1189,"Gallstone formation","Gallstone formation"
1190,"gambling","gambling"
1191,"gangrene","gangrene"
1192,"gasping syndrome","gasping"
1193,"gastric antral vascular ectasia","gastric antral vascular ectasia"
1194,"gastric bacteria","gastric bacteria"
1195,"gastritis","gastritis"
1196,"gastroduodenal ulcer","gastroduodenal ulcer"
1197,"gastroenteritis","gastroenteritis"
1198,"gastroenteritis with vaccine viral shedding","gastroenteritis vaccine viral shedding"
1199,"gastroesophageal reflux","gastroesophageal reflux"
1200,"general irritation","general irritation"
1201,"general pallor","general pallor"
1202,"general physical health deterioration","general physical health deterioration"
1203,"generalised cyanosis","cyanosis"
1204,"generalised hypersensitivity","hypersensitivity"
1205,"generalised infection","generalised"
1206,"generalised muscle tremor","muscle tremor"
1207,"generalised numbness","numbness"
1208,"generalised oedema","oedema"
1209,"generalised pustular psoriasis","pustular psoriasis"
1210,"generalised rash","rash"
1211,"generalised seizure","seizure"
1212,"generalised weakness","weakness"
1213,"generalised/ focal mycobacterial infections","generalised/ focal mycobacterial infections"
1214,"genital bleeding","genital bleeding"
1215,"genital infection","genital"
1216,"genital irritation/ ulceration","genital irritation/ ulceration"
1217,"genital moniliasis","genital moniliasis"
1218,"genital pruritis","genital pruritis"
1219,"genital pruritus","genital pruritus"
1220,"genitourinary change","genitourinary"
1221,"genitourinary effects","genitourinary"
1222,"GI bleed","GI bleed"
1223,"GI discomfort","GI discomfort"
1224,"GI disorder","GI"
1225,"GI disturbance","GI"
1226,"GI disturbances","GI disturbances"
1227,"GI irritation","GI irritation"
1228,"GI ischaemia","GI ischaemia"
1229,"GI necrosis","GI necrosis"
1230,"GI obstruction","GI obstruction"
1231,"GI pain","GI pain"
1232,"GI perforation","GI perforation"
1233,"GI ulcer","GI ulcer"
1234,"GI upset","GI upset"
1235,"giddiness","giddiness"
1236,"gingival bleeding","gingival bleeding"
1237,"gingival hyperplasia","gingival hyperplasia"
1238,"gingival hypertrophy","gingival hypertrophy"
1239,"gingivitis","gingivitis"
1240,"GIT perforation","GIT perforation"
1241,"glaucoma","glaucoma"
1242,"glaucoma with optic nerve damage","glaucoma optic nerve damage"
1243,"glomerulonephritis","glomerulonephritis"
1244,"glottal oedema","glottal oedema"
1245,"glucose intolerance","glucose intolerance"
1246,"glucosuria","glucosuria"
1247,"glycosuria","glycosuria"
1248,"goitre","goitre"
1249,"gonadal suppression","gonadal suppression"
1250,"GORD","GORD"
1251,"gout","gout"
1252,"gout exacerbation","gout"
1253,"graft rejection","graft rejection"
1254,"graft versus host disease","graft versus host"
1255,"granulocytopenia","granulocytopenia"
1256,"granuloma","granuloma"
1257,"granulomatous hepatitis","granulomatous hepatitis"
1258,"granulomatous prostatitis","granulomatous prostatitis"
1259,"Graves disease","Graves"
1260,"Graves' disease","Graves'"
1261,"grey baby syndrome","grey baby"
1262,"grey/ purple skin pigmentation","grey/ purple skin pigmentation"
1263,"groin pain","groin pain"
1264,"group A streptococcal","group A streptococcal"
1265,"growth inhibition","growth inhibition"
1266,"GU","GU"
1267,"Guillain-Barre syndrome","Guillain-Barre"
1268,"gum hyperplasia","gum hyperplasia"
1269,"gynaecological bleeding","gynaecological bleeding"
1270,"gynaecomastia","gynaecomastia"
1271,"HAE","HAE"
1272,"haematemesis","haematemesis"
1273,"haematochezia","haematochezia"
1274,"haematological change","haematological"
1275,"haematological changes","haematological"
1276,"haematological disorder","haematological"
1277,"haematological disorders","haematological"
1278,"haematological disturbance ","haematological"
1279,"haematological effects","haematological"
1280,"haematoma","haematoma"
1281,"haematosalpynx","haematosalpynx"
1282,"haematospermia","haematospermia"
1283,"haematuria","haematuria"
1285,"haemoconcentration","haemoconcentration"
1286,"haemodynamic change","haemodynamic"
1287,"haemoglobinuria","haemoglobinuria"
1288,"haemolysis","haemolysis"
1289,"haemolytic anaemia","haemolytic anaemia"
1290,"haemolytic uraemic syndrome","haemolytic uraemic"
1291,"haemoperitoneum","haemoperitoneum"
1292,"haemopoietic effects","haemopoietic"
1293,"haemoptysis","haemoptysis"
1294,"haemorrhage","haemorrhage"
1295,"haemorrhagic colitis","haemorrhagic colitis"
1296,"Haemorrhagic cystitis","Haemorrhagic cystitis"
1297,"haemorrhagic event","haemorrhagic"
1298,"haemorrhagic necrotic gastritis","haemorrhagic necrotic gastritis"
1299,"haemorrhagic stroke","haemorrhagic stroke"
1300,"haemorrhagic/ ischaemic","haemorrhagic/ ischaemic"
1301,"haemorrhoid aggravation","haemorrhoid aggravation"
1302,"haemorrhoidal haemorrhage","haemorrhoidal haemorrhage"
1303,"hair discolouration","hair discolouration"
1304,"hair growth in other skin area","hair growth other skin area"
1305,"hair loss","hair"
1306,"hair thinning","hair thinning"
1307,"hallucination","hallucination"
1308,"halo vision","halo vision"
1309,"hand and foot syndrome","hand foot"
1310,"hangover","hangover"
1311,"hay fever","hay fever"
1312,"HbA1c","HbA1c"
1313,"HBV infection","HBV"
1314,"HBV reactivation","HBV reactivation"
1315,"heachache","heachache"
1316,"headache","headache"
1317,"hearing disorder","hearing"
1318,"hearing loss","hearing"
1319,"heart block","heart block"
1321,"heart failure","heart"
1322,"Heart failure exacerbation","Heart"
1323,"heart murmur","heart murmur"
1324,"heartburn","heartburn"
1325,"heat intolerance","heat intolerance"
1326,"heat prostration","heat prostration"
1327,"heat sensation","heat sensation"
1328,"heat stroke","heat stroke"
1329,"heaviness","heaviness"
1330,"heavy menses","heavy menses"
1331,"hemiparesis","hemiparesis"
1332,"heparin induced","heparin induced"
1333,"heparin induced thrombocytopenia","heparin induced thrombocytopenia"
1334,"hepatic","hepatic"
1335,"Hepatic abnormality","Hepatic"
1336,"hepatic changes","hepatic"
1337,"hepatic cholestasis","hepatic cholestasis"
1338,"hepatic cirrhosis decompensation","hepatic cirrhosis decompensation"
1339,"hepatic damage","hepatic damage"
1340,"hepatic decompensation","hepatic decompensation"
1341,"hepatic disorders","hepatic"
1342,"hepatic disturbance","hepatic"
1343,"hepatic dysfunction","hepatic"
1344,"hepatic effects","hepatic"
1345,"hepatic encephalopathy","hepatic encephalopathy"
1346,"hepatic encephalopathy/ necrosis","hepatic encephalopathy/ necrosis"
1347,"hepatic eosinophilic infiltration","hepatic eosinophilic infiltration"
1348,"hepatic failure","hepatic"
1349,"hepatic impairment","hepatic impairment"
1350,"hepatic injury","hepatic injury"
1351,"hepatic necrosis","hepatic necrosis"
1352,"hepatic neoplasm","hepatic neoplasm"
1353,"hepatic reaction","hepatic"
1354,"hepatic toxicity","hepatic toxicity"
1355,"hepatic tumour","hepatic tumour"
1356,"hepatic vein thrombosis","hepatic vein thrombosis"
1357,"hepatic veno-occlusive disease","hepatic veno-occlusive"
1358,"hepatic/ renal failure","hepatic/ renal"
1359,"hepatitis","hepatitis"
1360,"hepatitis B","hepatitis B"
1361,"hepatitis B surface Ab","hepatitis B surface Ab"
1362,"hepatitis jaundice","hepatitis jaundice"
1363,"hepatitis/ jaundice","hepatitis/ jaundice"
1364,"hepato/ nephrotoxicity","hepato/ nephrotoxicity"
1365,"Hepatobiliary disorder","Hepatobiliary"
1366,"hepatobiliary event","hepatobiliary"
1367,"hepatobiliary toxicity","hepatobiliary toxicity"
1368,"hepatocellular","hepatocellular"
1369,"hepatocellular adenomas","hepatocellular adenomas"
1370,"hepatocellular carcinoma","hepatocellular carcinoma"
1371,"hepatocellular damage","hepatocellular damage"
1372,"hepatocellular injury","hepatocellular injury"
1373,"hepatoma","hepatoma"
1374,"hepatomegaly","hepatomegaly"
1375,"hepatomegaly with steatosis","hepatomegaly steatosis"
1376,"hepatopathy","hepatopathy"
1377,"hepatorenal","hepatorenal"
1378,"hepatosplenic T-cell lymphoma","hepatosplenic T-cell lymphoma"
1379,"hepatosplenomegaly","hepatosplenomegaly"
1380,"hepatotoxicity","hepatotoxicity"
1381,"hepatoxicity","hepatoxicity"
1382,"hernia","hernia"
1383,"herpes","herpes"
1384,"herpes gestationis","herpes gestationis"
1385,"herpes labialis","herpes labialis"
1386,"herpes simplex","herpes simplex"
1387,"herpes simplex infection","herpes simplex"
1388,"herpes zoster","herpes zoster"
1389,"herpetic infection","herpetic"
1390,"herpetic keratitis","herpetic keratitis"
1391,"Herxheimer reaction","Herxheimer"
1392,"heterochromia","heterochromia"
1393,"hiccough","hiccough"
1394,"hiccup","hiccup"
1395,"hiccups","hiccups"
1396,"high/ total spinal blockade","high/ total spinal blockade"
1397,"hip frcature","hip frcature"
1398,"hirsutism","hirsutism"
1399,"Histamine release effects","Histamine release"
1400,"histaminoid","histaminoid"
1401,"histiocytic necrotising lymphadenitis","histiocytic necrotising lymphadenitis"
1402,"hives","hives"
1403,"hoarse voice","hoarse voice"
1404,"hoarseness","hoarseness"
1405,"Hoigne's syndrome","Hoigne's"
1406,"homicidal ideation","homicidal ideation"
1407,"hostility","hostility"
1408,"hot","hot"
1409,"hot feeling","hot feeling"
1410,"hot flush","hot flush"
1411,"hot/ cold sensation","hot/ cold sensation"
1412,"HPA axis suppression","HPA axis suppression"
1413,"HR change","HR"
1414,"Human antimurine Ab response","Human antimurine Ab response"
1415,"hunger","hunger"
1416,"hydrothorax","hydrothorax"
1417,"Hypaesthesia","Hypaesthesia"
1418,"hyper/ dyskinesia","hyper/ dyskinesia"
1419,"hyper/ dyslipidemia","hyper/ dyslipidemia"
1420,"hyper/ hypocalcaemia","hyper/ hypocalcaemia"
1421,"hyper/ hypoglycaemia","hyper/ hypoglycaemia"
1422,"hyper/ hypokalaemia","hyper/ hypokalaemia"
1423,"hyper/ hypokinesia","hyper/ hypokinesia"
1424,"hyper/ hypophosphataemia","hyper/ hypophosphataemia"
1425,"hyper/ hypopigmentation","hyper/ hypopigmentation"
1426,"hyper/ hypotension","hyper/ hypotension"
1427,"hyper/ hypothyroidism","hyper/ hypothyroidism"
1428,"hyper/hypotension","hyper/hypotension"
1429,"hyperactivity","hyperactivity"
1430,"hyperactivity in children","hyperactivity children"
1431,"hyperaemia","hyperaemia"
1432,"hyperaesthesia","hyperaesthesia"
1433,"hyperammonaemia","hyperammonaemia"
1434,"hyperammonaemia encephalopathy","hyperammonaemia encephalopathy"
1435,"hyperbilirubinaemia","hyperbilirubinaemia"
1436,"hypercalcaemia","hypercalcaemia"
1437,"hypercalcaemia in breast cancer","hypercalcaemia breast cancer"
1438,"hypercapnia","hypercapnia"
1439,"hypercarbia","hypercarbia"
1440,"hyperchloraemia in prolonged use","hyperchloraemia use"
1441,"hypercholesterolaemia","hypercholesterolaemia"
1442,"hypercorticism features","hypercorticism features"
1443,"hypercotisolism","hypercotisolism"
1444,"hyperglycaemia","hyperglycaemia"
1445,"hyperhidrosis","hyperhidrosis"
1446,"hyperhydrosis","hyperhydrosis"
1447,"hyperinsulinaemia","hyperinsulinaemia"
1448,"hyperirritability","hyperirritability"
1449,"hyperkalaemia","hyperkalaemia"
1450,"hyperkeratosis","hyperkeratosis"
1451,"hyperkinesia","hyperkinesia"
1452,"hyperlactataemia","hyperlactataemia"
1453,"hyperleucocytosis","hyperleucocytosis"
1454,"hyperlipidaemia","hyperlipidaemia"
1455,"hypermetabolic syndrome","hypermetabolic"
1456,"hypernatraemia","hypernatraemia"
1457,"hyperosmolality","hyperosmolality"
1458,"hyperosmolar coma","hyperosmolar coma"
1459,"hyperostosis","hyperostosis"
1460,"hyperphosphataemia","hyperphosphataemia"
1461,"hyperpigmentation","hyperpigmentation"
